Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-04-20,164.56350708007812,232.3641357421875,181.1079559326172,183.5500030517578,220.71949768066406,184.9050750732422,48.269195556640625,153.52740478515625,123.04988098144531,57.427001953125,314.76025390625,291.84271240234375,184.29856872558594,121.81654357910156,44.96030807495117,168.30320739746094,121.22368621826172,60.281131744384766,238.86550903320312,110.60639190673828,79.34225463867188,279.1383972167969,130.11141967773438,150.90330505371094,167.23976135253906,522.2380981445312,212.81333923339844,44.63186264038086,38.74597930908203,51.04534912109375
2022-04-21,163.76641845703125,232.43695068359375,178.4940948486328,181.02000427246094,218.36282348632812,175.9691162109375,48.05068588256836,146.45301818847656,120.17539978027344,59.1020393371582,308.5214538574219,287.4161376953125,183.923095703125,123.16399383544922,44.39023971557617,167.81814575195312,120.28398895263672,60.509613037109375,238.30531311035156,111.47309875488281,79.13119506835938,273.7283630371094,129.7187957763672,150.78553771972656,165.8751983642578,514.041259765625,211.50393676757812,45.12403106689453,38.97075653076172,51.12210464477539
2022-04-22,159.210205078125,227.7874755859375,173.49693298339844,176.9199981689453,204.06068420410156,170.21035766601562,46.757930755615234,143.22283935546875,116.8267593383789,58.24325180053711,295.1119384765625,277.92388916015625,178.93873596191406,121.75489807128906,43.49310302734375,166.1524200439453,116.82913208007812,59.632266998291016,233.56256103515625,109.56342315673828,77.62620544433594,267.1193542480469,123.59962463378906,149.52447509765625,162.91075134277344,498.2596130371094,203.41314697265625,42.581146240234375,37.91344451904297,50.159584045410156
2022-04-25,160.2828826904297,229.44342041015625,176.91807556152344,175.91000366210938,204.43800354003906,173.32803344726562,47.28596496582031,140.14390563964844,118.48625946044922,57.877647399902344,296.6347351074219,282.39678955078125,180.05577087402344,122.50347900390625,43.97905349731445,170.2435302734375,116.79229736328125,60.26286315917969,236.0926513671875,109.14476776123047,78.40623474121094,273.6406555175781,122.51750183105469,150.72991943359375,164.1623992919922,501.444580078125,205.15248107910156,41.244075775146484,37.788570404052734,50.1851692199707
2022-04-26,154.2998046875,227.3507080078125,171.6806640625,167.0399932861328,198.40017700195312,168.86997985839844,46.33915710449219,139.28965759277344,114.35726928710938,57.28246307373047,288.97467041015625,277.784912109375,176.1602783203125,119.9406967163086,42.53987121582031,169.0262451171875,113.33743286132812,59.449493408203125,232.07809448242188,105.9277114868164,77.5252685546875,263.4054870605469,115.4119873046875,148.17062377929688,162.48731994628906,491.41143798828125,196.50473022460938,40.53042221069336,37.355648040771484,49.66074752807617
2022-04-27,154.07347106933594,226.3680419921875,170.7004852294922,154.4600067138672,201.8530731201172,173.43724060058594,44.891624450683594,139.03158569335938,113.80411529541016,57.35047912597656,289.07623291015625,279.3036804199219,174.92123413085938,118.94550323486328,42.25951385498047,166.66494750976562,111.8633804321289,59.91557312011719,230.73370361328125,105.92037200927734,77.46102905273438,276.0776672363281,116.10147094726562,147.77188110351562,163.32485961914062,491.4399719238281,209.2174072265625,39.75115203857422,36.82283020019531,49.321781158447266
2022-04-28,161.03074645996094,216.66879272460938,174.8807373046875,154.22000122070312,200.4190673828125,184.41856384277344,46.09334182739258,143.97032165527344,113.88313293457031,57.65658187866211,293.8567810058594,288.712646484375,178.27230834960938,119.54436492919922,43.77345275878906,167.90968322753906,113.63224792480469,60.4913444519043,237.31568908691406,108.07241821289062,81.28772735595703,282.325927734375,121.66522216796875,151.5273895263672,164.2188720703125,501.5881042480469,215.6177520751953,39.701942443847656,37.07258605957031,49.95173263549805
2022-04-29,155.13624572753906,212.17398071289062,167.89437866210938,148.83999633789062,198.6265869140625,174.68829345703125,44.591190338134766,139.4142303466797,110.26779174804688,56.542724609375,281.93310546875,278.19244384765625,181.6421356201172,116.435546875,40.73622512817383,165.1639862060547,109.96550750732422,59.04736328125,232.61956787109375,105.9277114868164,81.3886947631836,270.5213623046875,119.41482543945312,148.87535095214844,160.98155212402344,486.4090576171875,208.2598114013672,37.97932815551758,35.2993049621582,48.92205810546875
2022-05-02,155.44134521484375,210.1085662841797,164.92489624023438,148.61000061035156,200.0699920654297,176.3066864013672,45.392337799072266,142.15496826171875,112.1149673461914,57.01887512207031,286.48297119140625,284.2767028808594,184.79603576660156,117.16651916503906,42.01653289794922,163.49822998046875,110.96971893310547,57.97809600830078,230.266845703125,107.16899871826172,80.43428802490234,277.2961120605469,120.73633575439453,146.86314392089844,160.06869506835938,479.3312072753906,206.69638061523438,37.921905517578125,35.399200439453125,48.59909439086914
2022-05-03,156.93704223632812,211.2641143798828,165.39581298828125,153.5800018310547,201.53231811523438,177.091064453125,45.446956634521484,144.59324645996094,112.16436004638672,57.94566345214844,290.39599609375,282.415283203125,184.95562744140625,116.70858001708984,42.1099853515625,163.17788696289062,113.34666442871094,57.64909744262695,229.54798889160156,108.76282501220703,79.92957305908203,274.6739501953125,117.65282440185547,144.85093688964844,161.6403045654297,477.8677978515625,203.7942352294922,38.69297790527344,35.74886703491211,48.768577575683594
