Date,AAPL,AMZN,BAC,GM,GOOG,JNJ,JPM,META,MSFT,NKE,T,TSLA
2020-12-30,130.444091796875,164.29249572753906,26.8559627532959,40.553775787353516,86.4620590209961,137.24691772460938,111.16868591308594,270.3866271972656,213.459228515625,133.37478637695312,15.6948823928833,231.5933380126953
2020-12-31,129.43934631347656,162.84649658203125,27.15157699584961,40.35991668701172,87.07640838623047,138.41665649414062,112.68509674072266,271.66961669921875,214.1717987060547,133.2711944580078,15.843624114990234,235.22332763671875
2021-01-04,126.23966979980469,159.3314971923828,26.900754928588867,39.2646598815918,85.9013900756836,137.64266967773438,111.62096405029297,267.47265625,209.61720275878906,131.98057556152344,16.21822738647461,243.2566680908203
2021-01-05,127.80050659179688,160.92550659179688,27.10679054260254,40.379302978515625,86.5316390991211,139.260986328125,112.22831726074219,269.4915466308594,209.8193817138672,133.04507446289062,16.119064331054688,245.0366668701172
2021-01-06,123.4985122680664,156.91900634765625,28.79984474182129,41.65872573852539,86.25180053710938,140.57142639160156,117.49807739257812,261.8733215332031,204.37893676757812,134.10018920898438,16.43307113647461,251.9933319091797
2021-01-07,127.71271514892578,158.10800170898438,29.435855865478516,41.9882698059082,88.8344497680664,141.04638671875,121.35663604736328,267.27374267578125,210.19493103027344,136.54949951171875,16.477142333984375,272.0133361816406
2021-01-08,128.81503295898438,159.13499450683594,29.14024543762207,41.736263275146484,89.82655334472656,140.756103515625,121.49060821533203,266.1101379394531,211.47564697265625,137.8683624267578,16.363513946533203,293.3399963378906
2021-01-11,125.82022857666016,155.7104949951172,29.623971939086914,43.626319885253906,87.81401062011719,140.16688537597656,123.30378723144531,255.4386444091797,209.42459106445312,138.52780151367188,16.278932571411133,270.39666748046875
2021-01-12,125.64464569091797,156.04150390625,30.15249252319336,46.34993362426758,86.81148529052734,139.07627868652344,125.24197387695312,249.72003173828125,206.95953369140625,136.6437225341797,16.21126937866211,283.14666748046875
2021-01-13,127.68344116210938,158.29449462890625,29.973337173461914,47.23196029663086,87.20166015625,138.8651885986328,125.35809326171875,250.2670135498047,208.31724548339844,134.7501983642578,16.132326126098633,284.8033447265625
2021-01-14,125.75193786621094,156.37350463867188,30.448104858398438,49.945884704589844,86.49486541748047,141.29261779785156,126.0904769897461,244.2997589111328,205.120361328125,133.11105346679688,16.515758514404297,281.6666564941406
2021-01-15,124.02530670166016,155.21249389648438,29.570222854614258,48.433841705322266,86.29654693603516,140.9848175048828,123.83076477050781,249.98854064941406,204.7640838623047,132.5646514892578,16.448095321655273,275.38665771484375
2021-01-19,124.69840240478516,156.03799438476562,29.355241775512695,53.15413284301758,89.01387786865234,143.1659393310547,123.29483795166016,259.6754455566406,208.4135284423828,131.19866943359375,16.32404136657715,281.51666259765625
2021-01-20,128.79550170898438,163.16900634765625,28.970043182373047,54.14277267456055,93.78752136230469,142.81419372558594,121.44596862792969,266.02056884765625,216.02056884765625,134.52407836914062,16.329681396484375,283.48333740234375
2021-01-21,133.51693725585938,165.34950256347656,28.45943832397461,53.386749267578125,94.00372314453125,142.24249267578125,120.42772674560547,271.3811950683594,216.62721252441406,133.40306091308594,16.256378173828125,281.663330078125
2021-01-22,135.66307067871094,164.6114959716797,28.26236343383789,53.69691467285156,94.49082946777344,143.84320068359375,119.49880981445312,273.00225830078125,217.5708770751953,131.27403259277344,16.312763214111328,282.21331787109375
2021-01-25,139.418701171875,164.6999969482422,27.91300392150879,51.74870300292969,94.40882110595703,145.98037719726562,118.00720977783203,276.4931640625,221.01812744140625,129.57835388183594,16.414262771606445,293.6000061035156
2021-01-26,139.65284729003906,166.30650329589844,27.71592903137207,50.44020462036133,95.29554748535156,149.93817138671875,117.52487182617188,280.5110778808594,223.71426391601562,127.27035522460938,16.77513885498047,294.36334228515625
2021-01-27,138.57980346679688,161.62899780273438,26.72159767150879,47.823204040527344,90.99858093261719,147.65147399902344,114.2022476196289,270.6551818847656,224.26315307617188,123.42681121826172,16.431180953979492,288.0533447265625
2021-01-28,133.7315673828125,161.88099670410156,27.160533905029297,49.470947265625,92.60504150390625,148.7772216796875,116.21192932128906,263.5541076660156,230.0695037841797,126.91239929199219,16.239458084106445,278.4766540527344
2021-01-29,128.72723388671875,160.30999755859375,26.560352325439453,49.12201690673828,91.24463653564453,143.47381591796875,114.92572784423828,256.9205017089844,223.35801696777344,125.84789276123047,16.143604278564453,264.510009765625
2021-02-01,130.85382080078125,167.1439971923828,26.83804702758789,49.9265022277832,94.5057373046875,143.1044158935547,115.77425384521484,260.5804138183594,230.76278686523438,127.84497833251953,16.15488052368164,279.9366760253906
2021-02-02,131.68301391601562,169.0,27.796550750732422,51.09930419921875,95.80602264404297,141.82032775878906,119.33804321289062,265.6227722167969,230.6280059814453,131.5001220703125,16.092857360839844,290.92999267578125
2021-02-03,130.6587371826172,165.62649536132812,28.289236068725586,52.58226013183594,102.89189910888672,141.16070556640625,120.70462799072266,265.1950988769531,233.9886016845703,130.5957489013672,16.075939178466797,284.89666748046875
2021-02-04,134.0242156982422,166.5500030517578,29.113374710083008,52.46595764160156,102.50917053222656,142.47117614746094,123.48239135742188,265.03594970703125,233.03530883789062,132.47987365722656,16.290212631225586,283.3299865722656
2021-02-05,133.60897827148438,167.6074981689453,28.996915817260742,52.737342834472656,104.28014373779297,144.63473510742188,123.24127960205078,266.6372375488281,233.21826171875,136.70021057128906,16.312763214111328,284.07666015625
2021-02-08,133.75555419921875,166.14700317382812,29.64189338684082,55.131412506103516,104.02714538574219,145.04812622070312,125.1705322265625,265.12548828125,233.47824096679688,135.09877014160156,16.22254753112793,287.8066711425781
2021-02-09,132.8762664794922,165.25,29.516477584838867,54.33662033081055,103.5599136352539,146.23544311523438,124.67033386230469,267.9798583984375,234.73001098632812,133.5726318359375,16.13796615600586,283.1533203125
2021-02-10,132.2705535888672,164.32899475097656,29.543354034423828,53.19289779663086,104.14990997314453,146.7104034423828,124.7417984008789,270.3866271972656,233.81527709960938,134.2037811279297,16.09849739074707,268.2733459472656
2021-02-11,132.01654052734375,163.10650634765625,29.453773498535156,51.85531997680664,104.17526245117188,146.0507354736328,124.39341735839844,268.9147644042969,235.42333984375,135.22122192382812,16.177431106567383,270.5533447265625
2021-02-12,132.25099182128906,163.885498046875,29.892717361450195,51.952239990234375,104.58383178710938,146.50808715820312,126.16194152832031,269.0241394042969,235.90481567382812,133.88351440429688,16.239458084106445,272.0400085449219
2021-02-16,130.12123107910156,163.44749450683594,30.698936462402344,51.81654739379883,105.46808624267578,145.18002319335938,129.19876098632812,272.4751892089844,234.66262817382812,133.4972686767578,16.3353214263916,265.40667724609375
2021-02-17,127.82537078857422,165.4320068359375,30.824344635009766,51.26406478881836,105.78668975830078,145.69895935058594,129.60072326660156,272.0773620605469,235.68565368652344,135.64515686035156,16.673643112182617,266.04998779296875
2021-02-18,126.7214126586914,166.4114990234375,30.627262115478516,50.5565185546875,105.23446655273438,145.769287109375,130.03836059570312,267.9201965332031,235.28993225097656,136.68138122558594,16.4819278717041,262.4599914550781
2021-02-19,126.87773132324219,162.4949951171875,30.940799713134766,50.95390701293945,104.43621063232422,143.34188842773438,132.20877075195312,260.13287353515625,232.5683135986328,133.78929138183594,16.352235794067383,260.4333190917969
2021-02-22,123.09689331054688,159.03700256347656,31.487226486206055,50.382049560546875,102.63392639160156,143.25340270996094,133.45033264160156,258.9095764160156,226.33352661132812,128.74937438964844,16.53267478942871,238.1666717529297
2021-02-23,122.96013641357422,159.72500610351562,31.818675994873047,49.53879165649414,102.93115997314453,141.98782348632812,134.5221710205078,264.4093933105469,225.13673400878906,128.24066162109375,16.4537353515625,232.94667053222656
2021-02-24,122.46187591552734,157.97650146484375,32.58905792236328,51.273765563964844,104.13947296142578,143.89056396484375,136.8890838623047,262.8678894042969,226.3721466064453,127.7884750366211,16.56650733947754,247.33999633789062
2021-02-25,118.20233154296875,152.85800170898438,32.185951232910156,49.04446792602539,100.96783447265625,144.041015625,135.03125,253.30039978027344,221.00599670410156,127.6848373413086,16.143604278564453,227.4066619873047
2021-02-26,118.46609497070312,154.64649963378906,31.09308433532715,49.75203323364258,101.24121856689453,140.23556518554688,131.4495849609375,256.2143859863281,224.2777862548828,127.2270278930664,15.726340293884277,225.1666717529297
2021-03-01,124.84565734863281,157.3070068359375,32.060550689697266,50.924835205078125,103.46051788330078,140.9966583251953,134.42388916015625,263.4646301269531,228.6787872314453,129.9362030029297,15.839113235473633,239.47666931152344
2021-03-02,122.2371826171875,154.72650146484375,31.827632904052734,52.44656753540039,103.1786880493164,140.7311553955078,133.9862518310547,257.58685302734375,225.71588134765625,129.34149169921875,15.912418365478516,228.81333923339844
2021-03-03,119.24767303466797,150.25,32.62489318847656,51.05083084106445,100.73670959472656,138.253173828125,136.5764617919922,254.01646423339844,219.62583923339844,126.73619079589844,16.194355010986328,217.73333740234375
2021-03-04,117.36212921142578,148.8784942626953,32.85895538330078,50.236663818359375,101.8490982055664,135.46546936035156,134.4774932861328,256.2342834472656,218.82476806640625,124.64057922363281,16.307126998901367,207.14666748046875
2021-03-05,118.62242126464844,150.0229949951172,33.246063232421875,52.09764099121094,104.80402374267578,138.14697265625,134.79014587402344,262.8380432128906,223.52499389648438,125.87716674804688,16.70183563232422,199.31666564941406
2021-03-08,113.67900848388672,147.59750366210938,33.42610549926758,53.289825439453125,100.61046600341797,139.29745483398438,136.5764617919922,253.91700744628906,219.4617462158203,127.01937103271484,16.910465240478516,187.6666717529297
2021-03-09,118.30001831054688,153.1425018310547,32.69691848754883,52.969970703125,102.02853393554688,139.56295776367188,135.61181640625,264.2900695800781,225.62896728515625,128.3314666748047,16.71311378479004,224.52667236328125
2021-03-10,117.21560668945312,152.8820037841797,33.64216613769531,55.08294677734375,102.14434051513672,140.84620666503906,138.559326171875,263.4546203613281,224.31639099121094,129.87954711914062,16.910465240478516,222.68666076660156
2021-03-11,119.14997100830078,155.67950439453125,33.5251350402832,54.59832763671875,105.11368560791016,140.83738708496094,137.83584594726562,272.38568115234375,228.86221313476562,133.27786254882812,16.656726837158203,233.1999969482422
2021-03-12,118.24140167236328,154.47450256347656,34.155303955078125,57.43824768066406,102.48680114746094,141.24444580078125,139.47036743164062,266.9355773925781,227.5302734375,132.57925415039062,16.808975219726562,231.2433319091797
2021-03-15,121.1332015991211,154.08399963378906,33.98426055908203,56.15882873535156,102.71395874023438,141.97015380859375,138.7737274169922,272.2563781738281,226.62306213378906,136.8177032470703,16.876638412475586,235.97999572753906
2021-03-16,122.67680358886719,154.59300231933594,33.88523483276367,55.364036560058594,104.00775909423828,142.81088256835938,137.11241149902344,277.7562255859375,229.42198181152344,136.54391479492188,16.910465240478516,225.6266632080078
2021-03-17,121.8854751586914,156.7864990234375,34.16431427001953,58.20396423339844,103.93618774414062,142.27992248535156,138.5236053466797,282.4604187011719,228.77529907226562,136.7043914794922,17.00068473815918,233.93666076660156
2021-03-18,117.7529296875,151.39950561523438,35.05556106567383,57.44794464111328,101.20939636230469,142.01438903808594,140.81015014648438,277.0998229980469,222.6757049560547,135.1468505859375,16.921743392944336,217.72000122070312
2021-03-19,117.22534942626953,153.7480010986328,34.68644714355469,57.98102569580078,101.55634307861328,141.63381958007812,138.56829833984375,288.5271301269531,222.31857299804688,129.78521728515625,16.780776977539062,218.2899932861328
2021-03-22,120.54702758789062,155.5435028076172,33.90324020385742,56.31390380859375,101.32719421386719,142.0409393310547,134.84371948242188,291.9383850097656,227.7619171142578,130.52145385742188,16.910465240478516,223.3333282470703
2021-03-23,119.71661376953125,156.875,33.219051361083984,54.43354797363281,102.04145812988281,141.908203125,133.4950408935547,289.0442810058594,229.29647827148438,129.4359130859375,16.916105270385742,220.72000122070312
2021-03-24,117.32306671142578,154.35350036621094,33.219051361083984,54.09431076049805,101.64878845214844,143.28880310058594,134.53106689453125,280.6006164550781,227.2504119873047,125.69781494140625,16.910465240478516,210.08999633789062
2021-03-25,117.81155395507812,152.31300354003906,33.90324020385742,54.860023498535156,101.61399841308594,143.34188842773438,136.2549285888672,277.2191467285156,224.23919677734375,121.43110656738281,16.96121597290039,213.4633331298828
2021-03-26,118.41725158691406,152.60150146484375,34.82148742675781,54.7824821472168,101.17609405517578,145.96142578125,138.5236053466797,281.4757995605469,228.2348175048828,125.53736114501953,17.090911865234375,206.23666381835938
2021-03-29,118.59310913085938,153.7864990234375,34.4884033203125,54.22031021118164,102.19007110595703,146.9437713623047,136.37100219726562,289.2332763671875,227.03807067871094,126.00933074951172,17.231870651245117,203.76333618164062
2021-03-30,117.137451171875,152.76449584960938,35.10057830810547,56.7113037109375,102.16969299316406,146.03224182128906,137.978759765625,286.4286193847656,223.76626586914062,125.49958038330078,17.32773208618164,211.8733367919922
2021-03-31,119.33560180664062,154.70399475097656,34.83049011230469,55.69358444213867,102.82032012939453,145.44818115234375,135.96910095214844,292.9229736328125,227.54962158203125,125.44292449951172,17.068349838256836,222.64332580566406
2021-04-01,120.16603088378906,158.0500030517578,35.550689697265625,56.023128509521484,106.25589752197266,144.1029815673828,137.291015625,297.0304870605469,233.90020751953125,125.10311889648438,17.181123733520508,220.5833282470703
2021-04-05,122.99920654296875,161.3365020751953,35.82976531982422,59.16352462768555,110.61994934082031,144.6339569091797,138.0187225341797,307.2245788574219,240.3859100341797,127.5479736328125,17.316457748413086,230.35000610351562
2021-04-06,123.30204772949219,161.1909942626953,35.73073959350586,60.03586196899414,110.58019256591797,144.5985565185547,137.04844665527344,304.5889892578125,239.2180938720703,129.47366333007812,17.46870231628418,230.5399932861328
2021-04-07,124.95310974121094,163.96949768066406,36.05482864379883,58.959983825683594,111.8193359375,144.7932891845703,139.19570922851562,311.3817443847656,241.1869354248047,128.88839721679688,17.440507888793945,223.6566619873047
2021-04-08,127.3564453125,164.96499633789062,35.739742279052734,58.24273681640625,112.60267639160156,144.22686767578125,139.36639404296875,311.3121032714844,244.42010498046875,126.18866729736328,17.30121612548828,227.93333435058594
2021-04-09,129.93557739257812,168.61000061035156,36.000816345214844,58.310585021972656,113.61863708496094,142.70468139648438,140.40858459472656,310.75518798828125,246.92945861816406,127.85946655273438,17.324291229248047,225.67333984375
2021-04-12,128.21617126464844,168.96949768066406,36.0638313293457,57.825950622558594,112.07332611083984,143.04981994628906,140.1121063232422,309.8402099609375,246.98739624023438,128.9827880859375,17.278156280517578,233.9933319091797
2021-04-13,131.33267211914062,170.0,35.39764404296875,56.69192123413086,112.69363403320312,141.13824462890625,138.44102478027344,308.0699157714844,249.47744750976562,126.0565414428711,17.087839126586914,254.10667419433594
2021-04-14,128.98797607421875,166.64999389648438,35.90178298950195,56.682220458984375,112.07579803466797,141.52764892578125,135.85348510742188,301.16778564453125,246.6785430908203,124.84823608398438,17.1455078125,244.07666015625
2021-04-15,131.4010467529297,168.95449829101562,34.875511169433594,56.8082275390625,114.1544418334961,141.943603515625,136.7159881591797,306.1405029296875,250.45220947265625,126.17924499511719,17.157047271728516,246.28334045410156
2021-04-16,131.0688934326172,169.9720001220703,35.244606018066406,56.905155181884766,114.20912170410156,143.580810546875,137.73123168945312,304.5094299316406,251.64894104003906,126.7833480834961,17.27238655090332,246.5933380126953
2021-04-19,131.73321533203125,168.60049438476562,35.262611389160156,56.100669860839844,114.43975830078125,143.97906494140625,137.1472625732422,300.5909423828125,249.71871948242188,125.14091491699219,17.295454025268555,238.2100067138672
2021-04-20,130.0430908203125,166.7344970703125,34.281341552734375,54.0555305480957,114.00384521484375,147.3331756591797,134.11053466796875,300.99871826171875,249.2554473876953,119.9868392944336,17.237783432006836,239.663330078125
2021-04-21,130.42410278320312,168.1009979248047,34.85750961303711,55.72266387939453,113.98694610595703,147.43055725097656,135.2515411376953,299.8251647949219,251.49456787109375,122.62051391601562,17.36465835571289,248.0399932861328
